team_name,three_point_shot,shot_made,type,shot_type,shot_subtype,points_scored,event_coord_x,event_coord_y,team_basket,elapsed_time_sec,game_clock,round
Hokies,FALSE,FALSE,fieldgoal,layup,NA,NA,105,300,left,279,15:21:00,NA
Hokies,FALSE,TRUE,fieldgoal,NA,NA,2,1010,187,right,865,05:35:00,NA
Hokies,FALSE,FALSE,fieldgoal,layup,NA,NA,1051,339,right,2242,02:38:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,94,565,left,2133,04:27:00,NA
Hokies,TRUE,TRUE,fieldgoal,NA,NA,3,869,99,right,2115,04:45:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,55,562,left,2060,05:40:00,NA
Hokies,FALSE,FALSE,fieldgoal,NA,NA,NA,161,373,left,1572,13:48:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,87,23,left,2320,01:20:00,NA
Hokies,TRUE,TRUE,fieldgoal,jump shot,NA,3,316,397,left,1530,14:30:00,NA
Hokies,TRUE,TRUE,fieldgoal,jump shot,NA,3,318,387,left,2052,05:48:00,NA
Hokies,FALSE,FALSE,fieldgoal,layup,NA,NA,82,314,left,981,03:39:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,985,558,right,1389,16:51:00,NA
Hokies,TRUE,FALSE,fieldgoal,NA,NA,NA,185,64,left,885,05:15:00,NA
Hokies,FALSE,FALSE,fieldgoal,jump shot,NA,NA,185,191,left,1302,18:18:00,NA
Hokies,FALSE,FALSE,fieldgoal,NA,NA,NA,102,311,left,1957,07:23:00,NA
Hokies,TRUE,FALSE,fieldgoal,jump shot,NA,NA,883,557,right,2343,00:57:00,NA
Hokies,TRUE,TRUE,fieldgoal,NA,NA,3,817,188,right,2018,06:22:00,NA
Hokies,TRUE,TRUE,fieldgoal,jump shot,NA,3,309,136,left,2012,06:28:00,First Round
Hokies,FALSE,FALSE,fieldgoal,NA,NA,NA,972,303,right,1178,00:22:00,NA
Hokies,FALSE,TRUE,fieldgoal,layup,NA,2,1030,279,right,649,09:11:00,NA
