team_name,three_point_shot,shot_made,type,shot_type,shot_subtype,points_scored,event_coord_x,event_coord_y,team_basket,elapsed_time_sec,game_clock,round
Seminoles,FALSE,FALSE,fieldgoal,dunk,NA,NA,1058,305,right,1596,13:24:00,NA
Seminoles,TRUE,TRUE,fieldgoal,jump shot,NA,3,297,109,left,1062,02:18:00,NA
Seminoles,TRUE,TRUE,fieldgoal,NA,NA,3,291,128,left,919,04:41:00,NA
Seminoles,FALSE,TRUE,fieldgoal,jump shot,NA,2,952,290,right,2080,05:20:00,NA
Seminoles,TRUE,TRUE,fieldgoal,jump shot,NA,3,948,41,right,1984,06:56:00,NA
Seminoles,FALSE,FALSE,fieldgoal,layup,NA,NA,1017,274,right,1092,01:48:00,NA
Seminoles,FALSE,FALSE,fieldgoal,jump shot,NA,NA,174,475,left,1146,00:54:00,Second Round
Seminoles,FALSE,TRUE,fieldgoal,NA,NA,2,143,269,left,138,17:42:00,NA
Seminoles,FALSE,TRUE,fieldgoal,NA,NA,2,79,276,left,259,15:41:00,NA
Seminoles,FALSE,TRUE,fieldgoal,layup,putback,2,1040,252,right,366,13:54:00,NA
Seminoles,FALSE,TRUE,fieldgoal,layup,NA,2,1028,296,right,1654,12:26:00,NA
Seminoles,FALSE,TRUE,fieldgoal,jump shot,NA,2,239,359,left,1516,14:44:00,NA
Seminoles,FALSE,TRUE,fieldgoal,jump shot,NA,2,284,255,left,348,14:12:00,NA
Seminoles,TRUE,TRUE,fieldgoal,jump shot,NA,3,985,550,right,2273,02:07:00,First Round
Seminoles,FALSE,FALSE,fieldgoal,layup,driving,NA,1044,328,right,556,10:44:00,NA
Seminoles,FALSE,FALSE,fieldgoal,NA,NA,NA,147,222,left,990,03:30:00,NA
Seminoles,TRUE,FALSE,fieldgoal,jump shot,NA,NA,330,359,left,1063,02:17:00,NA
Seminoles,FALSE,FALSE,fieldgoal,jump shot,NA,NA,1028,411,right,2013,06:27:00,NA
Seminoles,FALSE,FALSE,fieldgoal,NA,NA,NA,1044,245,right,1275,18:45:00,NA
Seminoles,TRUE,FALSE,fieldgoal,jump shot,NA,NA,323,430,left,351,14:09:00,NA
Seminoles,TRUE,TRUE,fieldgoal,jump shot,NA,3,770,184,right,1799,10:01:00,NA
Seminoles,TRUE,TRUE,fieldgoal,jump shot,NA,3,1007,558,right,534,11:06:00,Sweet 16
Seminoles,FALSE,TRUE,fieldgoal,dunk,NA,2,1068,309,right,2038,06:02:00,NA
Seminoles,FALSE,TRUE,fieldgoal,layup,NA,2,1059,283,right,1535,14:25:00,First Round
Seminoles,FALSE,FALSE,fieldgoal,layup,NA,NA,1035,352,right,586,10:14:00,NA
Seminoles,FALSE,FALSE,fieldgoal,jump shot,NA,NA,294,338,left,355,14:05:00,NA
Seminoles,TRUE,TRUE,fieldgoal,jump shot,NA,3,990,550,right,2121,04:39:00,NA
Seminoles,FALSE,TRUE,fieldgoal,jump shot,NA,2,157,420,left,2015,06:25:00,NA
Seminoles,TRUE,FALSE,fieldgoal,jump shot,NA,NA,242,95,left,1927,07:53:00,Second Round
Seminoles,TRUE,FALSE,fieldgoal,jump shot,NA,NA,332,173,left,1038,02:42:00,NA
Seminoles,FALSE,TRUE,fieldgoal,NA,NA,2,806,305,right,1932,07:48:00,NA
Seminoles,FALSE,FALSE,fieldgoal,layup,NA,NA,1044,308,right,2090,05:10:00,NA
Seminoles,TRUE,FALSE,fieldgoal,jump shot,NA,NA,311,119,left,97,18:23:00,First Round
Seminoles,TRUE,FALSE,fieldgoal,jump shot,NA,NA,796,235,right,1193,00:07:00,NA
Seminoles,TRUE,TRUE,fieldgoal,jump shot,NA,3,261,95,left,530,11:10:00,NA
